order_no,ship_no,order_date,site,speed_type,product_l3,tracking_no,warehouse,country,item_count,order_status,promise_ship_date,ship_date,promise_delivery_date,delivery_date,delivery_days,weight_kg,logistics_cost,ship_month,order_month,product_l1,is_overdue_ship,is_overdue_delivery,overdue_days,supplier,promise_days,package_count,order_count,revenue,order_type,country_code,warehouse_code,speed_type_code,product_l2
MM2512300852047348,MM2512300852047348b1,2025-12-30,M,普通，JC-USPS,9214490401712453017570，美国仓，美国，2，已发货，2025-12-31,2025-12-31,2026-1-12,2026-1-5,4.5,0.197,27.63,2512,2512,Standard，否，未超期，0，捷仓，11.0,1,1,276.3,shipped,US,overseas，慢，JC
M2512310512081550,M2512310512081550b2,2025-12-31,M，普通，HABIT POST delivery,LTEXP8945334247YQ，嘉兴仓，美国，1，已发货，2026-1-1,2025-12-31,2026-1-13,,0.0,0.326,44.88,2512,2512,Standard，否，未妥投，0，海贝拓，12.56,1,1,448.8,shipped,US,jiaxing，慢，HBT
